touch_date,entry_date,exit_date,direction,entry_price,sl_price,tp_price_ref,exit_price,sl_pips,tp_pips_estimated,result_pips,rr_ratio_estimated,rr_ratio_real,outcome,candles_away,candles_held,adx,plus_di,minus_di,rsi,atr
2022-02-03 06:00:00,2022-02-03 11:00:00,2022-02-03 13:00:00,SHORT,114.76579,114.84189,114.51573,114.84189,7.6,25.0,-7.6,3.29,1.0,LOSS,5,2,31.39,24.56,13.93,64.61,0.10872
2022-02-21 03:00:00,2022-02-22 02:00:00,2022-02-22 08:00:00,LONG,114.56311,114.4883,114.80892,114.74948,7.5,24.6,18.6,3.29,2.49,WIN,23,6,18.31,17.33,25.45,39.12,0.10688
2022-02-22 12:00:00,2022-02-22 13:00:00,2022-02-22 16:00:00,SHORT,115.087,115.17299,114.80444,115.17299,8.6,28.3,-8.6,3.29,1.0,LOSS,1,3,18.08,26.7,12.65,64.26,0.12285
2022-03-02 02:00:00,2022-03-02 14:00:00,2022-03-02 16:00:00,SHORT,115.36794,115.45299,115.0885,115.45299,8.5,27.9,-8.5,3.29,1.0,LOSS,12,2,23.22,26.03,12.95,66.82,0.12149
2022-03-10 00:00:00,2022-03-10 05:00:00,2022-03-10 09:00:00,SHORT,116.16018,116.24072,115.89554,115.94047,8.1,26.5,22.0,3.29,2.73,WIN,5,4,18.89,27.23,12.6,71.86,0.11506
2022-03-15 10:00:00,2022-03-15 11:00:00,2022-03-15 14:00:00,LONG,117.72789,117.61804,118.08882,118.05388,11.0,36.1,32.6,3.29,2.97,WIN,1,3,45.3,18.81,32.17,40.28,0.15693
2022-04-07 19:00:00,2022-04-08 01:00:00,2022-04-08 03:00:00,SHORT,124.2229,124.32564,123.88534,123.89437,10.3,33.8,32.9,3.29,3.2,WIN,6,2,17.63,25.81,18.74,66.01,0.14677
2022-04-14 16:00:00,2022-04-15 02:00:00,2022-04-15 03:00:00,SHORT,126.20336,126.33131,125.78294,126.33131,12.8,42.0,-12.8,3.29,1.0,LOSS,10,1,23.76,30.11,15.4,67.82,0.18279
2022-04-18 17:00:00,2022-04-18 19:00:00,2022-04-19 00:00:00,SHORT,126.94744,127.05097,126.60726,127.05097,10.4,34.0,-10.4,3.29,1.0,LOSS,2,5,20.66,29.75,18.09,74.51,0.1479
2022-04-27 08:00:00,2022-04-27 18:00:00,2022-04-28 03:00:00,SHORT,128.51476,128.69937,127.9082,128.69937,18.5,60.7,-18.5,3.29,1.0,LOSS,10,9,19.0,26.83,15.0,71.14,0.26372
2022-04-29 16:00:00,2022-04-29 17:00:00,2022-05-02 01:00:00,LONG,129.46534,129.2316,130.23337,129.97891,23.4,76.8,51.4,3.29,2.2,WIN,1,8,25.99,18.04,32.84,35.75,0.33392
2022-05-05 10:00:00,2022-05-05 16:00:00,2022-05-05 18:00:00,SHORT,130.25271,130.43397,129.65714,130.43397,18.1,59.6,-18.1,3.29,1.0,LOSS,6,2,22.89,30.36,16.88,64.93,0.25894
2022-05-11 19:00:00,2022-05-11 20:00:00,2022-05-11 23:00:00,LONG,129.47041,129.27421,130.11504,130.05377,19.6,64.5,58.3,3.29,2.97,WIN,1,3,19.44,20.56,29.65,36.78,0.28028
2022-05-24 06:00:00,2022-05-24 12:00:00,2022-05-24 16:00:00,LONG,127.10393,126.93958,127.64396,126.93958,16.4,54.0,-16.4,3.29,1.0,LOSS,6,4,12.81,13.4,25.77,37.23,0.2348
2022-05-31 11:00:00,2022-06-02 03:00:00,2022-06-02 09:00:00,SHORT,130.20481,130.33753,129.76872,129.87718,13.3,43.6,32.8,3.29,2.47,WIN,40,6,52.27,30.19,16.66,69.15,0.1896
2022-06-07 18:00:00,2022-06-08 09:00:00,2022-06-08 10:00:00,SHORT,133.37004,133.52845,132.84954,133.52845,15.8,52.1,-15.8,3.29,1.0,LOSS,15,1,46.81,26.59,12.14,72.32,0.2263
2022-06-14 17:00:00,2022-06-14 22:00:00,2022-06-15 03:00:00,SHORT,135.37713,135.59405,134.66438,134.92153,21.7,71.3,45.6,3.29,2.1,WIN,5,5,14.28,26.85,15.08,66.05,0.30989
2022-06-17 05:00:00,2022-06-17 06:00:00,2022-06-17 12:00:00,SHORT,134.29369,134.67295,133.04756,134.67295,37.9,124.6,-37.9,3.29,1.0,LOSS,1,6,35.95,28.62,15.04,65.3,0.5418
2022-06-30 08:00:00,2022-06-30 10:00:00,2022-06-30 14:00:00,LONG,135.95477,135.80342,136.45207,136.39522,15.1,49.7,44.0,3.29,2.91,WIN,2,4,20.78,15.44,28.15,40.25,0.21622
2022-07-05 00:00:00,2022-07-05 03:00:00,2022-07-05 04:00:00,SHORT,136.08136,136.22545,135.60794,136.22545,14.4,47.3,-14.4,3.29,1.0,LOSS,3,1,18.48,27.64,15.7,68.62,0.20584
2022-07-08 05:00:00,2022-07-08 06:00:00,2022-07-08 10:00:00,LONG,135.33773,135.17323,135.87821,135.81454,16.4,54.0,47.7,3.29,2.9,WIN,1,4,12.31,12.88,26.91,39.61,0.23499
2022-07-12 12:00:00,2022-07-12 14:00:00,2022-07-12 17:00:00,LONG,136.62252,136.46773,137.13111,136.46773,15.5,50.9,-15.5,3.29,1.0,LOSS,2,3,27.29,16.19,26.3,38.37,0.22113
2022-07-13 21:00:00,2022-07-14 18:00:00,2022-07-15 04:00:00,SHORT,139.22142,139.43518,138.51904,138.77287,21.4,70.2,44.9,3.29,2.1,WIN,21,10,47.21,29.32,16.39,64.28,0.30538
2022-07-21 09:00:00,2022-07-21 12:00:00,2022-07-21 15:00:00,SHORT,138.81295,138.95447,138.34796,138.40421,14.2,46.5,40.9,3.29,2.89,WIN,3,3,15.92,29.39,15.46,70.35,0.20217
2022-07-21 16:00:00,2022-07-21 17:00:00,2022-07-21 22:00:00,LONG,137.79671,137.6309,138.34149,137.6309,16.6,54.5,-16.6,3.29,1.0,LOSS,1,5,16.21,16.63,31.31,36.1,0.23686
2022-07-27 16:00:00,2022-07-27 19:00:00,2022-07-27 21:00:00,SHORT,137.41691,137.55537,136.96198,136.92817,13.8,45.5,48.9,3.29,3.53,WIN,3,2,18.68,27.9,14.09,69.03,0.1978
2022-08-02 16:00:00,2022-08-02 18:00:00,2022-08-02 20:00:00,SHORT,132.20874,132.47777,131.32477,132.47777,26.9,88.4,-26.9,3.29,1.0,LOSS,2,2,28.9,32.84,19.41,65.37,0.38434
2022-08-16 09:00:00,2022-08-16 11:00:00,2022-08-16 12:00:00,SHORT,133.87915,134.03288,133.37405,134.03288,15.4,50.5,-15.4,3.29,1.0,LOSS,2,1,12.71,30.93,16.71,68.9,0.21961
2022-09-13 15:00:00,2022-09-14 04:00:00,2022-09-14 07:00:00,SHORT,144.84012,145.10741,143.96189,144.0225,26.7,87.8,81.8,3.29,3.06,WIN,13,3,36.12,32.4,17.56,66.03,0.38184
2022-09-14 07:00:00,2022-09-14 11:00:00,2022-09-14 16:00:00,LONG,142.94064,142.6639,143.84992,142.6639,27.7,90.9,-27.7,3.29,1.0,LOSS,4,5,27.58,18.61,31.86,41.21,0.39534
2022-09-21 11:00:00,2022-09-21 19:00:00,2022-09-21 21:00:00,SHORT,144.36968,144.50906,143.9117,144.50906,13.9,45.8,-13.9,3.29,1.0,LOSS,8,2,18.66,30.52,16.08,71.53,0.19912
2022-10-03 17:00:00,2022-10-03 18:00:00,2022-10-03 22:00:00,LONG,144.2885,144.13369,144.79717,144.74536,15.5,50.9,45.7,3.29,2.95,WIN,1,4,28.05,18.36,29.79,39.13,0.22116
2022-10-12 01:00:00,2022-10-12 12:00:00,2022-10-12 13:00:00,SHORT,146.41485,146.52881,146.04041,146.52881,11.4,37.4,-11.4,3.29,1.0,LOSS,11,1,19.15,29.96,16.96,74.27,0.1628
2022-10-13 16:00:00,2022-10-13 17:00:00,2022-10-13 20:00:00,SHORT,147.40794,147.5659,146.8889,146.947,15.8,51.9,46.1,3.29,2.92,WIN,1,3,19.35,23.28,15.83,75.25,0.22567
2022-10-18 10:00:00,2022-10-18 11:00:00,2022-10-18 12:00:00,SHORT,149.27399,149.39367,148.88077,148.89641,12.0,39.3,37.8,3.29,3.16,WIN,1,1,22.73,28.14,15.55,68.16,0.17097
2022-10-20 19:00:00,2022-10-20 21:00:00,2022-10-21 06:00:00,SHORT,150.21826,150.32655,149.86246,150.32655,10.8,35.6,-10.8,3.29,1.0,LOSS,2,9,24.99,25.83,21.78,64.16,0.1547
2022-10-28 08:00:00,2022-10-28 14:00:00,2022-10-31 03:00:00,SHORT,147.65327,147.92457,146.76186,147.92457,27.1,89.1,-27.1,3.29,1.0,LOSS,6,13,23.89,29.22,19.95,66.25,0.38757
2022-11-03 09:00:00,2022-11-03 13:00:00,2022-11-03 17:00:00,SHORT,148.41115,148.63928,147.66156,147.80286,22.8,75.0,60.8,3.29,2.67,WIN,4,4,25.27,29.38,23.38,66.62,0.32591
2022-11-09 15:00:00,2022-11-09 16:00:00,2022-11-09 17:00:00,SHORT,146.51589,146.72256,145.83684,145.88057,20.7,67.9,63.5,3.29,3.07,WIN,1,1,28.77,32.46,22.48,61.83,0.29524
2022-11-09 17:00:00,2022-11-09 21:00:00,2022-11-10 02:00:00,SHORT,146.75111,146.96669,146.04276,146.16841,21.6,70.8,58.3,3.29,2.7,WIN,4,5,22.19,33.42,22.09,64.56,0.30798
2022-11-17 11:00:00,2022-11-17 16:00:00,2022-11-18 02:00:00,SHORT,140.68183,140.95596,139.78113,140.10675,27.4,90.1,57.5,3.29,2.1,WIN,5,10,14.64,25.87,13.53,68.9,0.39161
2022-11-25 10:00:00,2022-11-25 11:00:00,2022-11-25 19:00:00,SHORT,139.45493,139.67022,138.74754,139.03931,21.5,70.7,41.6,3.29,1.93,WIN,1,8,29.59,28.28,14.02,63.02,0.30756
2022-11-28 03:00:00,2022-11-28 04:00:00,2022-11-28 09:00:00,LONG,138.3377,138.13775,138.9947,138.13775,20.0,65.7,-20.0,3.29,1.0,LOSS,1,5,21.56,15.78,29.04,37.66,0.28565
2022-11-30 20:00:00,2022-11-30 22:00:00,2022-12-01 01:00:00,LONG,137.78702,137.50525,138.71286,137.50525,28.2,92.6,-28.2,3.29,1.0,LOSS,2,3,19.58,18.46,30.48,38.99,0.40254
2023-01-03 02:00:00,2023-01-03 04:00:00,2023-01-03 04:00:00,LONG,130.09322,129.91536,130.6776,129.91536,17.8,58.4,-17.8,3.29,1.0,LOSS,2,0,35.47,17.24,31.13,21.33,0.25408
2023-01-18 12:00:00,2023-01-18 15:00:00,2023-01-18 16:00:00,LONG,128.0158,127.63627,129.26283,127.63627,38.0,124.7,-38.0,3.29,1.0,LOSS,3,1,23.21,19.87,32.18,38.5,0.54219
2023-01-26 10:00:00,2023-01-26 15:00:00,2023-01-26 16:00:00,SHORT,130.32189,130.52771,129.64563,129.709,20.6,67.6,61.3,3.29,2.98,WIN,5,1,19.26,27.03,15.5,55.87,0.29403
2023-01-26 16:00:00,2023-01-26 17:00:00,2023-01-27 01:00:00,SHORT,130.50979,130.73238,129.77843,129.9839,22.3,73.1,52.6,3.29,2.36,WIN,1,8,21.1,25.6,12.09,67.53,0.31798
2023-02-01 10:00:00,2023-02-01 17:00:00,2023-02-01 21:00:00,LONG,129.3142,129.15372,129.84148,129.15372,16.0,52.7,-16.0,3.29,1.0,LOSS,7,4,17.87,14.97,26.77,26.08,0.22925
2023-02-13 00:00:00,2023-02-13 14:00:00,2023-02-13 18:00:00,SHORT,132.69187,132.8922,132.03365,132.8922,20.0,65.8,-20.0,3.29,1.0,LOSS,14,4,24.19,30.18,15.9,63.54,0.28618
2023-02-21 04:00:00,2023-02-21 17:00:00,2023-02-22 02:00:00,SHORT,135.05617,135.20612,134.56344,134.76791,15.0,49.3,28.8,3.29,1.92,WIN,13,9,19.37,27.69,13.9,56.73,0.21423
2023-02-24 09:00:00,2023-02-24 15:00:00,2023-02-24 15:00:00,SHORT,135.65355,135.83929,135.04325,135.83929,18.6,61.0,-18.6,3.29,1.0,LOSS,6,0,19.35,25.33,17.58,77.07,0.26535
2023-02-28 17:00:00,2023-02-28 19:00:00,2023-03-01 01:00:00,LONG,135.85986,135.70432,136.37094,136.27438,15.6,51.1,41.5,3.29,2.67,WIN,2,6,24.54,16.09,30.65,32.08,0.22221
2023-03-01 09:00:00,2023-03-01 15:00:00,2023-03-01 16:00:00,LONG,135.44971,135.287,135.98432,135.98858,16.3,53.5,53.9,3.29,3.31,WIN,6,1,25.43,18.6,31.59,41.16,0.23244
2023-03-02 11:00:00,2023-03-02 15:00:00,2023-03-02 22:00:00,SHORT,137.06566,137.2421,136.48596,136.61856,17.6,58.0,44.7,3.29,2.53,WIN,4,7,18.92,29.31,18.57,66.02,0.25205
2023-03-08 15:00:00,2023-03-08 17:00:00,2023-03-08 18:00:00,LONG,136.59635,136.42189,137.16957,137.17037,17.4,57.3,57.4,3.29,3.29,WIN,2,1,34.33,16.54,30.29,43.67,0.24923
2023-03-28 02:00:00,2023-03-28 03:00:00,2023-03-28 09:00:00,LONG,130.6729,130.48629,131.28605,131.02404,18.7,61.3,35.1,3.29,1.88,WIN,1,6,31.34,18.77,31.32,38.06,0.26659
2023-04-14 15:00:00,2023-04-14 17:00:00,2023-04-14 18:00:00,SHORT,133.31306,133.49559,132.71334,133.49559,18.3,60.0,-18.3,3.29,1.0,LOSS,2,1,32.58,28.19,15.69,70.41,0.26075
2023-04-20 15:00:00,2023-04-20 18:00:00,2023-04-21 04:00:00,LONG,134.02665,133.88637,134.48758,133.88637,14.0,46.1,-14.0,3.29,1.0,LOSS,3,10,22.67,14.67,29.64,35.51,0.2004
2023-04-28 07:00:00,2023-04-28 08:00:00,2023-04-28 08:00:00,SHORT,134.84966,135.0841,134.07937,135.0841,23.4,77.0,-23.4,3.29,1.0,LOSS,1,0,12.66,29.01,17.32,70.84,0.33491
2023-05-02 17:00:00,2023-05-03 15:00:00,2023-05-03 16:00:00,LONG,135.48414,135.31631,136.03557,135.31631,16.8,55.1,-16.8,3.29,1.0,LOSS,22,1,47.26,13.77,27.8,18.86,0.23975
2023-05-16 15:00:00,2023-05-16 20:00:00,2023-05-17 08:00:00,SHORT,136.55629,136.68397,136.13678,136.68397,12.8,42.0,-12.8,3.29,1.0,LOSS,5,12,26.25,28.44,17.24,61.82,0.18239
2023-05-22 13:00:00,2023-05-22 15:00:00,2023-05-22 16:00:00,SHORT,138.48183,138.63735,137.97084,138.63735,15.6,51.1,-15.6,3.29,1.0,LOSS,2,1,23.63,32.04,17.55,64.14,0.22217
2023-05-24 15:00:00,2023-05-24 21:00:00,2023-05-24 23:00:00,SHORT,139.30226,139.45733,138.79275,139.45733,15.5,51.0,-15.5,3.29,1.0,LOSS,6,2,18.9,28.55,17.87,63.11,0.22153
2023-05-25 01:00:00,2023-05-25 04:00:00,2023-05-25 11:00:00,SHORT,139.62861,139.79288,139.08888,139.31346,16.4,54.0,31.5,3.29,1.92,WIN,3,7,17.07,26.35,21.46,68.65,0.23467
2023-05-25 16:00:00,2023-05-25 22:00:00,2023-05-26 04:00:00,SHORT,140.16664,140.31947,139.6645,139.79128,15.3,50.2,37.5,3.29,2.45,WIN,6,6,12.34,24.72,17.77,74.3,0.21832
2023-05-26 15:00:00,2023-05-26 16:00:00,2023-05-26 17:00:00,SHORT,140.33655,140.49356,139.82065,140.49356,15.7,51.6,-15.7,3.29,1.0,LOSS,1,1,18.74,25.49,12.18,70.4,0.22431
2023-05-30 13:00:00,2023-05-30 14:00:00,2023-05-31 03:00:00,LONG,139.69355,139.53143,140.22624,139.90187,16.2,53.3,20.8,3.29,1.28,WIN,1,13,16.7,26.4,28.09,33.4,0.2316
2023-05-31 20:00:00,2023-06-01 02:00:00,2023-06-01 05:00:00,LONG,138.96108,138.79063,139.52115,139.47551,17.0,56.0,51.4,3.29,3.02,WIN,6,3,12.04,17.28,28.34,33.43,0.24351
2023-06-01 15:00:00,2023-06-01 16:00:00,2023-06-01 17:00:00,LONG,138.85527,138.67101,139.4607,138.67101,18.4,60.5,-18.4,3.29,1.0,LOSS,1,1,11.92,23.54,25.74,32.4,0.26323
2023-06-07 17:00:00,2023-06-07 18:00:00,2023-06-07 19:00:00,SHORT,139.9858,140.14375,139.46681,140.14375,15.8,51.9,-15.8,3.29,1.0,LOSS,1,1,20.51,24.79,19.44,61.57,0.22565
2023-06-09 04:00:00,2023-06-09 11:00:00,2023-06-09 15:00:00,SHORT,139.69469,139.81546,139.29789,139.34586,12.1,39.7,34.9,3.29,2.89,WIN,7,4,25.65,31.82,18.27,65.41,0.17252
2023-06-13 16:00:00,2023-06-13 21:00:00,2023-06-14 06:00:00,SHORT,140.24803,140.40912,139.71876,139.94302,16.1,52.9,30.5,3.29,1.89,WIN,5,9,11.16,22.56,14.44,67.4,0.23012
2023-06-16 06:00:00,2023-06-16 17:00:00,2023-06-16 18:00:00,SHORT,141.56358,141.77584,140.86614,141.77584,21.2,69.7,-21.2,3.29,1.0,LOSS,11,1,26.03,26.47,17.5,68.42,0.30323
2023-06-22 15:00:00,2023-06-22 16:00:00,2023-06-22 17:00:00,SHORT,142.43263,142.58164,141.94302,142.58164,14.9,49.0,-14.9,3.29,1.0,LOSS,1,1,22.2,22.82,11.29,66.22,0.21287
2023-06-23 16:00:00,2023-06-23 17:00:00,2023-06-26 03:00:00,SHORT,143.68602,143.86932,143.08375,143.42671,18.3,60.2,25.9,3.29,1.41,WIN,1,10,28.89,27.84,21.72,66.49,0.26186
2023-06-27 17:00:00,2023-06-27 18:00:00,2023-06-28 02:00:00,SHORT,144.14549,144.30679,143.6155,143.81576,16.1,53.0,33.0,3.29,2.05,WIN,1,8,16.45,29.23,14.87,63.97,0.23043
2023-07-10 13:00:00,2023-07-11 15:00:00,2023-07-11 16:00:00,LONG,140.31944,140.14026,140.90819,140.90046,17.9,58.9,58.1,3.29,3.24,WIN,26,1,49.65,12.04,26.92,28.76,0.25598
2023-07-14 09:00:00,2023-07-14 13:00:00,2023-07-14 17:00:00,SHORT,138.80959,139.01211,138.14418,139.01211,20.3,66.5,-20.3,3.29,1.0,LOSS,4,4,30.93,29.19,15.82,60.47,0.28931
2023-08-07 17:00:00,2023-08-08 09:00:00,2023-08-08 14:00:00,SHORT,143.26827,143.41942,142.77163,142.90503,15.1,49.7,36.3,3.29,2.4,WIN,16,5,25.74,32.1,19.94,58.75,0.21593
2023-08-10 16:00:00,2023-08-10 17:00:00,2023-08-10 18:00:00,SHORT,144.32864,144.47428,143.85012,144.47428,14.6,47.9,-14.6,3.29,1.0,LOSS,1,1,21.73,23.39,21.39,75.94,0.20805
2023-08-15 08:00:00,2023-08-15 10:00:00,2023-08-15 14:00:00,SHORT,145.81541,145.93116,145.43509,145.47546,11.6,38.0,34.0,3.29,2.94,WIN,2,4,23.51,29.91,16.31,72.77,0.16536
2023-08-17 13:00:00,2023-08-17 15:00:00,2023-08-17 17:00:00,LONG,145.70965,145.5923,146.09522,146.06845,11.7,38.6,35.9,3.29,3.06,WIN,2,2,32.41,15.32,30.29,35.87,0.16764
2023-08-24 10:00:00,2023-08-24 14:00:00,2023-08-24 15:00:00,SHORT,145.6263,145.75687,145.19727,145.75687,13.1,42.9,-13.1,3.29,1.0,LOSS,4,1,24.82,28.9,20.01,67.12,0.18653
2023-08-29 17:00:00,2023-08-29 19:00:00,2023-08-29 20:00:00,LONG,146.01842,145.87022,146.50536,145.87022,14.8,48.7,-14.8,3.29,1.0,LOSS,2,1,23.91,23.22,37.86,34.88,0.21171
2023-09-01 17:00:00,2023-09-01 18:00:00,2023-09-04 10:00:00,SHORT,146.14292,146.3252,145.54401,146.3252,18.2,59.9,-18.2,3.29,1.0,LOSS,1,16,27.45,26.8,26.93,63.04,0.2604
2023-09-06 02:00:00,2023-09-06 03:00:00,2023-09-06 06:00:00,SHORT,147.79987,147.91834,147.41061,147.4529,11.8,38.9,34.7,3.29,2.93,WIN,1,3,50.52,30.06,15.71,68.87,0.16924
2023-09-20 21:00:00,2023-09-20 22:00:00,2023-09-20 23:00:00,SHORT,148.18773,148.2955,147.83366,148.2955,10.8,35.4,-10.8,3.29,1.0,LOSS,1,1,19.0,29.57,18.7,64.17,0.15395
2023-09-21 13:00:00,2023-09-21 14:00:00,2023-09-21 17:00:00,LONG,147.73256,147.62082,148.09971,147.62082,11.2,36.7,-11.2,3.29,1.0,LOSS,1,3,23.12,16.82,31.7,45.74,0.15963
2023-09-22 05:00:00,2023-09-22 07:00:00,2023-09-22 09:00:00,SHORT,148.24848,148.38186,147.81021,148.38186,13.3,43.8,-13.3,3.29,1.0,LOSS,2,2,28.57,26.74,15.46,57.86,0.19055
2023-09-29 08:00:00,2023-09-29 11:00:00,2023-09-29 14:00:00,LONG,148.80364,148.68023,149.20913,149.19082,12.3,40.5,38.7,3.29,3.14,WIN,3,3,20.35,16.79,31.57,43.76,0.1763
2023-10-09 15:00:00,2023-10-10 03:00:00,2023-10-10 03:00:00,LONG,148.32029,148.20682,148.69312,148.20682,11.3,37.3,-11.3,3.29,1.0,LOSS,12,0,36.73,15.18,29.26,39.23,0.1621
2023-10-11 14:00:00,2023-10-11 20:00:00,2023-10-12 02:00:00,SHORT,149.27978,149.39759,148.89269,148.9857,11.8,38.7,29.4,3.29,2.5,WIN,6,6,21.49,28.17,13.68,65.62,0.1683
2023-10-26 09:00:00,2023-10-26 10:00:00,2023-10-26 13:00:00,SHORT,150.5453,150.64403,150.22089,150.2472,9.9,32.4,29.8,3.29,3.02,WIN,1,3,43.33,20.67,24.61,74.86,0.14105
2023-11-15 15:00:00,2023-11-15 16:00:00,2023-11-15 20:00:00,SHORT,151.16786,151.31835,150.67339,151.31835,15.0,49.4,-15.0,3.29,1.0,LOSS,1,4,31.57,30.74,17.4,61.5,0.21499
2023-11-21 18:00:00,2023-11-21 21:00:00,2023-11-22 01:00:00,SHORT,148.5781,148.77482,147.93171,148.04245,19.7,64.6,53.6,3.29,2.72,WIN,3,4,35.01,28.48,19.88,57.43,0.28104
2023-11-22 05:00:00,2023-11-22 07:00:00,2023-11-22 08:00:00,SHORT,148.78543,148.9663,148.19117,148.9663,18.1,59.4,-18.1,3.29,1.0,LOSS,2,1,21.51,31.07,16.99,66.02,0.25838
2023-11-27 12:00:00,2023-11-27 16:00:00,2023-11-28 01:00:00,LONG,148.67577,148.54283,149.11256,148.54283,13.3,43.7,-13.3,3.29,1.0,LOSS,4,9,21.88,15.97,28.58,38.83,0.18991
2023-11-30 15:00:00,2023-11-30 16:00:00,2023-11-30 16:00:00,SHORT,148.12104,148.32628,147.44666,148.32628,20.5,67.4,-20.5,3.29,1.0,LOSS,1,0,24.16,30.08,17.93,73.75,0.29321
2023-12-19 08:00:00,2023-12-19 09:00:00,2023-12-19 09:00:00,SHORT,143.96523,144.22306,143.11807,144.22306,25.8,84.7,-25.8,3.29,1.0,LOSS,1,0,26.55,30.05,23.49,75.04,0.36833
2024-01-09 17:00:00,2024-01-10 09:00:00,2024-01-10 15:00:00,SHORT,145.13949,145.3105,144.5776,145.3105,17.1,56.2,-17.1,3.29,1.0,LOSS,16,6,19.57,29.13,14.33,65.22,0.2443
2024-01-16 02:00:00,2024-01-16 03:00:00,2024-01-16 07:00:00,SHORT,146.09894,146.23041,145.66696,146.23041,13.1,43.2,-13.1,3.29,1.0,LOSS,1,4,27.0,31.99,18.09,66.74,0.18782
2024-01-23 08:00:00,2024-01-23 09:00:00,2024-01-23 12:00:00,LONG,147.2291,147.02722,147.89244,147.82781,20.2,66.3,59.9,3.29,2.97,WIN,1,3,18.3,12.78,23.55,42.15,0.28841
2024-02-01 17:00:00,2024-02-01 18:00:00,2024-02-02 07:00:00,LONG,145.96444,145.74114,146.69814,146.46952,22.3,73.4,50.5,3.29,2.26,WIN,1,13,11.85,17.75,26.93,34.91,0.319
2024-02-06 16:00:00,2024-02-06 17:00:00,2024-02-06 19:00:00,LONG,148.06822,147.93167,148.51688,147.93167,13.7,44.9,-13.7,3.29,1.0,LOSS,1,2,26.84,17.2,31.35,35.71,0.19507
2024-02-08 03:00:00,2024-02-08 07:00:00,2024-02-08 09:00:00,SHORT,148.62674,148.75412,148.20822,148.75412,12.7,41.9,-12.7,3.29,1.0,LOSS,4,2,20.47,27.92,16.38,66.4,0.18197
2024-02-16 14:00:00,2024-02-16 15:00:00,2024-02-16 17:00:00,SHORT,150.56494,150.67299,150.20992,150.23362,10.8,35.5,33.1,3.29,3.06,WIN,1,2,23.84,29.76,18.2,64.49,0.15436
2024-02-20 13:00:00,2024-02-20 15:00:00,2024-02-20 16:00:00,LONG,149.93175,149.84979,150.20104,149.84979,8.2,26.9,-8.2,3.29,1.0,LOSS,2,1,23.25,12.17,25.51,36.72,0.11708
2024-02-22 14:00:00,2024-02-22 15:00:00,2024-02-22 19:00:00,SHORT,150.57897,150.67419,150.26612,150.67419,9.5,31.3,-9.5,3.29,1.0,LOSS,1,4,16.26,29.94,16.68,67.66,0.13602
2024-02-29 02:00:00,2024-02-29 11:00:00,2024-02-29 11:00:00,LONG,149.75968,149.64319,150.14243,149.64319,11.6,38.3,-11.6,3.29,1.0,LOSS,9,0,30.55,14.6,28.46,31.06,0.16641
2024-03-12 05:00:00,2024-03-12 08:00:00,2024-03-12 15:00:00,SHORT,147.53964,147.68092,147.07544,147.68092,14.1,46.4,-14.1,3.29,1.0,LOSS,3,7,26.57,30.86,20.3,67.52,0.20183
2024-03-20 21:00:00,2024-03-20 22:00:00,2024-03-20 23:00:00,LONG,150.83947,150.6881,151.3368,151.32816,15.1,49.7,48.9,3.29,3.23,WIN,1,1,52.65,17.28,30.86,49.76,0.21623
2024-03-27 03:00:00,2024-03-27 04:00:00,2024-03-27 05:00:00,SHORT,151.76845,151.85269,151.49166,151.85269,8.4,27.7,-8.4,3.29,1.0,LOSS,1,1,13.39,27.88,14.43,68.24,0.12034
2024-03-27 12:00:00,2024-03-27 13:00:00,2024-03-27 14:00:00,LONG,151.15357,151.03217,151.55246,151.03217,12.1,39.9,-12.1,3.29,1.0,LOSS,1,1,20.88,17.88,29.06,35.93,0.17343
2024-04-01 14:00:00,2024-04-01 20:00:00,2024-04-02 03:00:00,SHORT,151.69794,151.7662,151.47365,151.55377,6.8,22.4,14.4,3.29,2.11,WIN,6,7,22.69,29.53,20.22,64.11,0.09751
2024-04-05 15:00:00,2024-04-05 16:00:00,2024-04-08 00:00:00,SHORT,151.74227,151.84773,151.39577,151.50142,10.5,34.7,24.1,3.29,2.29,WIN,1,8,32.74,26.14,19.0,58.92,0.15065
2024-04-15 01:00:00,2024-04-15 04:00:00,2024-04-15 05:00:00,SHORT,153.60115,153.71531,153.22606,153.71531,11.4,37.5,-11.4,3.29,1.0,LOSS,3,1,18.0,34.53,23.22,66.52,0.16308
2024-04-26 11:00:00,2024-04-26 12:00:00,2024-04-26 13:00:00,SHORT,156.58072,156.76212,155.98471,156.76212,18.1,59.6,-18.1,3.29,1.0,LOSS,1,1,43.45,23.98,32.47,77.17,0.25914
2024-05-07 04:00:00,2024-05-07 05:00:00,2024-05-07 10:00:00,SHORT,154.53094,154.71026,153.94176,154.1143,17.9,58.9,41.7,3.29,2.33,WIN,1,5,15.23,28.24,14.33,66.95,0.25617
2024-05-13 16:00:00,2024-05-13 18:00:00,2024-05-14 03:00:00,SHORT,156.17708,156.27501,155.85531,156.27501,9.8,32.2,-9.8,3.29,1.0,LOSS,2,9,15.19,29.3,19.46,68.91,0.1399
2024-05-16 15:00:00,2024-05-16 16:00:00,2024-05-17 04:00:00,SHORT,155.503,155.7207,154.7877,155.7207,21.8,71.5,-21.8,3.29,1.0,LOSS,1,12,43.85,29.26,19.72,62.02,0.311
2024-05-20 15:00:00,2024-05-20 16:00:00,2024-05-21 02:00:00,SHORT,156.17782,156.29895,155.77983,156.29895,12.1,39.8,-12.1,3.29,1.0,LOSS,1,10,18.73,30.74,16.81,66.26,0.17304
