touch_date,entry_date,exit_date,direction,entry_price,sl_price,tp_price_ref,exit_price,sl_pips,tp_pips_estimated,result_pips,rr_ratio_estimated,rr_ratio_real,outcome,candles_away,candles_held,adx,plus_di,minus_di,rsi,atr
2024-05-28 18:00:00,2024-05-29 01:00:00,2024-05-29 03:00:00,SHORT,157.2488,157.32995,156.98217,157.32995,8.1,26.7,-8.1,3.29,1.0,LOSS,7,2,16.33,28.56,15.26,66.31,0.11593
2024-06-03 10:00:00,2024-06-04 03:00:00,2024-06-04 04:00:00,LONG,155.99639,155.85796,156.45121,156.45195,13.8,45.5,45.6,3.29,3.29,WIN,17,1,33.74,19.27,29.55,44.62,0.19775
2024-06-05 03:00:00,2024-06-05 09:00:00,2024-06-05 10:00:00,SHORT,155.89953,156.064,155.3591,156.064,16.4,54.0,-16.4,3.29,1.0,LOSS,6,1,34.97,30.08,17.82,65.15,0.23497
2024-06-14 06:00:00,2024-06-14 09:00:00,2024-06-14 09:00:00,SHORT,157.95321,158.13406,157.359,158.13406,18.1,59.4,-18.1,3.29,1.0,LOSS,3,0,23.62,30.1,15.17,69.68,0.25835
2024-06-20 02:00:00,2024-06-20 15:00:00,2024-06-20 16:00:00,SHORT,158.48109,158.567,158.1988,158.567,8.6,28.2,-8.6,3.29,1.0,LOSS,13,1,19.31,23.53,17.43,78.28,0.12274
2024-06-21 12:00:00,2024-06-21 16:00:00,2024-06-21 17:00:00,SHORT,159.19619,159.29594,158.86843,159.29594,10.0,32.8,-10.0,3.29,1.0,LOSS,4,1,20.31,28.71,16.24,66.84,0.1425
2024-06-26 02:00:00,2024-06-26 16:00:00,2024-06-26 16:00:00,SHORT,160.33072,160.44215,159.96461,160.44215,11.1,36.6,-11.1,3.29,1.0,LOSS,14,0,28.47,25.76,17.14,84.79,0.15918
2024-06-28 12:00:00,2024-06-28 16:00:00,2024-06-28 17:00:00,LONG,160.30155,160.17545,160.71588,160.72637,12.6,41.4,42.5,3.29,3.37,WIN,4,1,19.28,15.99,27.64,40.33,0.18014
2024-07-01 17:00:00,2024-07-01 18:00:00,2024-07-01 18:00:00,SHORT,161.57877,161.71484,161.13171,161.71484,13.6,44.7,-13.6,3.29,1.0,LOSS,1,0,20.16,25.15,17.92,70.53,0.19438
2024-07-30 04:00:00,2024-07-30 08:00:00,2024-07-30 09:00:00,SHORT,154.69908,154.89986,154.03935,154.89986,20.1,66.0,-20.1,3.29,1.0,LOSS,4,1,12.71,30.6,15.93,72.13,0.28684
2024-07-30 18:00:00,2024-07-31 02:00:00,2024-07-31 02:00:00,LONG,152.70762,152.44192,153.58061,152.44192,26.6,87.3,-26.6,3.29,1.0,LOSS,8,0,29.66,15.35,29.84,31.55,0.37956
2024-08-06 01:00:00,2024-08-06 03:00:00,2024-08-06 05:00:00,SHORT,146.18398,146.77165,144.25306,144.39982,58.8,193.1,178.4,3.29,3.04,WIN,2,2,34.48,31.93,18.47,54.65,0.83953
2024-08-16 11:00:00,2024-08-16 14:00:00,2024-08-16 15:00:00,LONG,148.02145,147.82714,148.65993,147.82714,19.4,63.8,-19.4,3.29,1.0,LOSS,3,1,28.0,18.53,32.72,36.5,0.2776
2024-08-20 10:00:00,2024-08-21 03:00:00,2024-08-21 07:00:00,LONG,144.98299,144.75116,145.7447,145.66134,23.2,76.2,67.8,3.29,2.92,WIN,17,4,35.46,15.79,28.48,38.01,0.33118
2024-08-21 17:00:00,2024-08-21 21:00:00,2024-08-22 03:00:00,LONG,144.67744,144.4109,145.55322,145.35277,26.7,87.6,67.5,3.29,2.53,WIN,4,6,20.35,23.81,28.14,27.27,0.38077
2024-08-28 15:00:00,2024-08-28 16:00:00,2024-08-28 18:00:00,SHORT,145.01595,145.19966,144.41233,144.42363,18.4,60.4,59.2,3.29,3.22,WIN,1,2,16.48,28.0,15.73,63.54,0.26244
2024-09-03 06:00:00,2024-09-03 09:00:00,2024-09-03 11:00:00,LONG,146.01342,145.83989,146.5836,145.83989,17.4,57.0,-17.4,3.29,1.0,LOSS,3,2,35.73,17.31,23.26,35.23,0.2479
2024-09-06 17:00:00,2024-09-06 18:00:00,2024-09-09 03:00:00,LONG,141.80699,141.4636,142.93529,142.60239,34.3,112.8,79.5,3.29,2.32,WIN,1,9,30.32,16.84,23.98,35.18,0.49057
2024-09-12 21:00:00,2024-09-13 13:00:00,2024-09-13 21:00:00,LONG,140.42478,140.16316,141.28438,140.98954,26.2,86.0,56.5,3.29,2.16,WIN,16,8,31.79,10.7,25.69,31.49,0.37374
2024-09-20 09:00:00,2024-09-20 15:00:00,2024-09-23 09:00:00,SHORT,144.2091,144.51676,143.19821,143.94977,30.8,101.1,25.9,3.29,0.84,WIN,6,18,18.34,34.66,23.56,59.22,0.43952
2024-09-25 09:00:00,2024-09-25 18:00:00,2024-09-25 23:00:00,SHORT,144.5787,144.78727,143.89341,144.78727,20.9,68.5,-20.9,3.29,1.0,LOSS,9,5,21.72,31.25,18.25,65.82,0.29795
2024-09-27 09:00:00,2024-09-27 11:00:00,2024-09-27 11:00:00,LONG,143.4341,143.07994,144.59776,143.07994,35.4,116.4,-35.4,3.29,1.0,LOSS,2,0,29.05,25.58,37.15,34.32,0.50594
2024-10-04 04:00:00,2024-10-04 08:00:00,2024-10-04 12:00:00,LONG,145.91297,145.72499,146.53063,146.46764,18.8,61.8,55.5,3.29,2.95,WIN,4,4,25.01,16.65,30.95,37.77,0.26855
2024-10-09 10:00:00,2024-10-10 07:00:00,2024-10-10 09:00:00,SHORT,149.53515,149.67724,149.06826,149.08825,14.2,46.7,44.7,3.29,3.15,WIN,21,2,19.54,28.43,15.76,67.22,0.20299
2024-10-14 00:00:00,2024-10-14 22:00:00,2024-10-15 03:00:00,SHORT,149.97102,150.08918,149.58278,149.6265,11.8,38.8,34.5,3.29,2.92,WIN,22,5,28.16,26.74,14.21,63.46,0.1688
2024-10-15 09:00:00,2024-10-15 10:00:00,2024-10-15 11:00:00,LONG,149.1722,149.05335,149.56271,149.05335,11.9,39.1,-11.9,3.29,1.0,LOSS,1,1,23.47,16.73,30.59,35.78,0.16979
2024-10-21 09:00:00,2024-10-21 12:00:00,2024-10-21 17:00:00,SHORT,150.0845,150.2241,149.62579,150.2241,14.0,45.9,-14.0,3.29,1.0,LOSS,3,5,27.98,30.72,17.32,65.72,0.19944
2024-11-07 14:00:00,2024-11-07 22:00:00,2024-11-08 03:00:00,LONG,152.74809,152.51593,153.51089,153.33196,23.2,76.3,58.4,3.29,2.52,WIN,8,5,30.94,16.94,29.88,31.63,0.33165
2024-11-11 01:00:00,2024-11-11 10:00:00,2024-11-12 00:00:00,SHORT,153.77866,153.96397,153.16978,153.61041,18.5,60.9,16.8,3.29,0.91,WIN,9,14,23.38,29.35,15.0,68.48,0.26473
2024-11-13 16:00:00,2024-11-13 20:00:00,2024-11-14 02:00:00,SHORT,155.52089,155.69839,154.93768,155.69839,17.7,58.3,-17.7,3.29,1.0,LOSS,4,6,30.23,29.35,15.28,68.36,0.25357
2024-11-15 09:00:00,2024-11-15 10:00:00,2024-11-15 11:00:00,LONG,155.45445,155.26097,156.09017,155.26097,19.3,63.6,-19.3,3.29,1.0,LOSS,1,1,27.19,17.58,30.21,37.84,0.2764
2024-11-21 08:00:00,2024-11-21 17:00:00,2024-11-21 19:00:00,LONG,153.92367,153.68974,154.6923,154.66416,23.4,76.9,74.0,3.29,3.16,WIN,9,2,28.54,10.3,25.08,37.84,0.33419
2024-12-02 17:00:00,2024-12-02 19:00:00,2024-12-03 01:00:00,LONG,149.22176,148.97642,150.02789,149.80964,24.5,80.6,58.8,3.29,2.4,WIN,2,6,20.92,15.21,29.57,38.82,0.35049
2024-12-03 13:00:00,2024-12-03 17:00:00,2024-12-03 21:00:00,LONG,148.84657,148.6054,149.63899,149.50255,24.1,79.2,65.6,3.29,2.72,WIN,4,4,17.62,14.03,28.92,38.1,0.34453
2024-12-11 11:00:00,2024-12-11 15:00:00,2024-12-11 16:00:00,SHORT,152.71663,152.93138,152.01104,152.02218,21.5,70.6,69.4,3.29,3.23,WIN,4,1,30.38,24.32,18.9,59.45,0.30678
2024-12-12 20:00:00,2024-12-13 14:00:00,2024-12-13 18:00:00,SHORT,153.54602,153.72644,152.95321,153.72644,18.0,59.3,-18.0,3.29,1.0,LOSS,18,4,18.56,28.82,15.82,66.94,0.25774
2024-12-17 15:00:00,2024-12-17 19:00:00,2024-12-18 02:00:00,LONG,153.27379,153.12304,153.76911,153.61907,15.1,49.5,34.5,3.29,2.29,WIN,4,7,20.34,12.42,26.53,26.74,0.21536
2024-12-18 21:00:00,2024-12-20 03:00:00,2024-12-20 04:00:00,SHORT,157.75515,157.99086,156.98064,156.97953,23.6,77.5,77.6,3.29,3.29,WIN,30,1,51.08,32.43,18.45,62.68,0.33674
2024-12-30 12:00:00,2024-12-31 11:00:00,2024-12-31 12:00:00,LONG,156.16027,155.99774,156.69432,156.70734,16.3,53.4,54.7,3.29,3.37,WIN,23,1,41.8,20.9,28.33,44.48,0.23219
2024-12-31 17:00:00,2024-12-31 19:00:00,2025-01-02 01:00:00,SHORT,157.50249,157.68614,156.89907,157.68614,18.4,60.3,-18.4,3.29,1.0,LOSS,2,6,27.37,29.5,18.05,60.82,0.26236
2025-01-02 08:00:00,2025-01-02 09:00:00,2025-01-02 12:00:00,LONG,156.46071,156.27361,157.07545,157.03226,18.7,61.5,57.2,3.29,3.06,WIN,1,3,21.02,19.73,30.59,40.67,0.26728
2025-01-07 00:00:00,2025-01-07 02:00:00,2025-01-07 03:00:00,SHORT,158.19312,158.3881,157.55249,158.3881,19.5,64.1,-19.5,3.29,1.0,LOSS,2,1,12.94,33.6,20.42,64.73,0.27854
2025-01-07 16:00:00,2025-01-07 17:00:00,2025-01-07 18:00:00,SHORT,158.37415,158.57066,157.72846,157.73804,19.7,64.6,63.6,3.29,3.24,WIN,1,1,11.56,32.61,18.07,57.05,0.28073
2025-01-21 03:00:00,2025-01-21 05:00:00,2025-01-21 09:00:00,LONG,154.82297,154.56951,155.65576,155.57566,25.3,83.3,75.3,3.29,2.97,WIN,2,4,16.92,16.94,26.4,39.71,0.36209
2025-01-24 05:00:00,2025-01-24 08:00:00,2025-01-24 08:00:00,LONG,155.15826,154.93504,155.8917,154.93504,22.3,73.3,-22.3,3.29,1.0,LOSS,3,0,23.21,14.39,26.18,33.67,0.31888
2025-02-03 00:00:00,2025-02-03 02:00:00,2025-02-03 03:00:00,SHORT,155.64217,155.85358,154.94756,155.85358,21.1,69.5,-21.1,3.29,1.0,LOSS,2,1,20.11,29.97,16.72,69.86,0.302
2025-02-13 15:00:00,2025-02-13 17:00:00,2025-02-13 18:00:00,LONG,153.19657,152.99389,153.8625,152.99389,20.3,66.6,-20.3,3.29,1.0,LOSS,2,1,33.14,13.1,25.86,31.21,0.28954
2025-02-18 03:00:00,2025-02-18 06:00:00,2025-02-18 11:00:00,SHORT,152.15603,152.29235,151.70812,151.80122,13.6,44.8,35.5,3.29,2.6,WIN,3,5,32.44,26.75,18.23,65.93,0.19474
2025-02-20 10:00:00,2025-02-20 13:00:00,2025-02-20 15:00:00,LONG,150.00602,149.79632,150.69503,149.79632,21.0,68.9,-21.0,3.29,1.0,LOSS,3,2,30.27,28.69,26.95,33.5,0.29957
2025-02-21 16:00:00,2025-02-21 18:00:00,2025-02-21 19:00:00,LONG,149.4144,149.20432,150.10463,149.20432,21.0,69.0,-21.0,3.29,1.0,LOSS,2,1,20.77,18.73,32.48,33.98,0.3001
2025-03-05 15:00:00,2025-03-05 16:00:00,2025-03-05 21:00:00,LONG,148.43187,148.16353,149.31356,149.13566,26.8,88.2,70.4,3.29,2.62,WIN,1,5,18.95,17.25,25.8,31.77,0.38334
2025-03-06 07:00:00,2025-03-06 17:00:00,2025-03-06 18:00:00,LONG,147.49652,147.24178,148.33355,148.29331,25.5,83.7,79.7,3.29,3.13,WIN,10,1,26.11,20.06,27.23,45.39,0.36392
2025-03-21 03:00:00,2025-03-21 07:00:00,2025-03-21 08:00:00,SHORT,149.45476,149.62358,148.90006,149.62358,16.9,55.5,-16.9,3.29,1.0,LOSS,4,1,18.92,28.79,15.28,67.03,0.24117
2025-03-25 13:00:00,2025-03-25 15:00:00,2025-03-25 16:00:00,LONG,149.89047,149.73895,150.38831,149.73895,15.2,49.8,-15.2,3.29,1.0,LOSS,2,1,30.69,18.39,29.88,39.14,0.21645
2025-03-26 05:00:00,2025-03-26 08:00:00,2025-03-26 11:00:00,SHORT,150.61078,150.74447,150.17151,150.20548,13.4,43.9,40.5,3.29,3.03,WIN,3,3,25.42,30.19,15.3,61.16,0.19099
2025-03-27 10:00:00,2025-03-27 12:00:00,2025-03-27 15:00:00,SHORT,150.91378,151.06412,150.4198,151.06412,15.0,49.4,-15.0,3.29,1.0,LOSS,2,3,17.05,29.45,15.97,67.52,0.21478
2025-04-03 02:00:00,2025-04-03 03:00:00,2025-04-03 03:00:00,LONG,148.24433,147.95438,149.19703,147.95438,29.0,95.3,-29.0,3.29,1.0,LOSS,1,0,18.48,23.17,27.83,25.14,0.41422
2025-04-09 20:00:00,2025-04-10 00:00:00,2025-04-10 07:00:00,SHORT,147.68301,148.14119,146.17759,146.54245,45.8,150.5,114.1,3.29,2.49,WIN,4,7,36.65,30.33,17.84,61.52,0.65453
2025-04-10 10:00:00,2025-04-10 15:00:00,2025-04-10 17:00:00,LONG,144.98205,144.6014,146.23276,144.6014,38.1,125.1,-38.1,3.29,1.0,LOSS,5,2,21.0,18.02,32.97,39.42,0.54379
2025-04-22 05:00:00,2025-04-22 09:00:00,2025-04-22 11:00:00,LONG,140.01021,139.82103,140.63181,140.58964,18.9,62.2,57.9,3.29,3.06,WIN,4,2,29.26,16.03,31.0,40.79,0.27026
2025-04-22 16:00:00,2025-04-22 19:00:00,2025-04-22 22:00:00,SHORT,141.33095,141.53558,140.65857,141.53558,20.5,67.2,-20.5,3.29,1.0,LOSS,3,3,23.45,28.65,16.08,63.42,0.29234
2025-04-23 16:00:00,2025-04-23 20:00:00,2025-04-23 23:00:00,SHORT,143.19702,143.50544,142.18363,143.50544,30.8,101.3,-30.8,3.29,1.0,LOSS,4,3,21.75,30.0,16.6,68.35,0.4406
2025-05-02 15:00:00,2025-05-02 16:00:00,2025-05-02 16:00:00,LONG,144.00743,143.75966,144.82151,143.75966,24.8,81.4,-24.8,3.29,1.0,LOSS,1,0,38.34,16.56,29.46,33.79,0.35395
2025-05-08 07:00:00,2025-05-08 09:00:00,2025-05-08 11:00:00,SHORT,144.35343,144.56284,143.66536,144.56284,20.9,68.8,-20.9,3.29,1.0,LOSS,2,2,12.51,28.18,16.26,69.9,0.29916
2025-05-09 22:00:00,2025-05-12 01:00:00,2025-05-12 10:00:00,SHORT,146.0813,146.29146,145.39076,146.29146,21.0,69.1,-21.0,3.29,1.0,LOSS,3,9,22.38,33.35,20.17,62.44,0.30023
2025-05-20 06:00:00,2025-05-20 10:00:00,2025-05-20 15:00:00,LONG,144.15833,143.96106,144.80651,144.72614,19.7,64.8,56.8,3.29,2.88,WIN,4,5,24.14,13.82,27.52,31.97,0.28182
2025-05-29 12:00:00,2025-05-29 15:00:00,2025-05-29 17:00:00,LONG,144.4063,144.18177,145.14403,144.18177,22.5,73.8,-22.5,3.29,1.0,LOSS,3,2,38.98,21.75,26.93,37.57,0.32075
2025-06-03 13:00:00,2025-06-03 16:00:00,2025-06-03 17:00:00,SHORT,143.59815,143.77016,143.03299,143.77016,17.2,56.5,-17.2,3.29,1.0,LOSS,3,1,20.31,29.9,17.77,65.55,0.24572
2025-06-04 15:00:00,2025-06-04 17:00:00,2025-06-04 19:00:00,LONG,143.09278,142.87528,143.80745,142.87528,21.8,71.5,-21.8,3.29,1.0,LOSS,2,2,24.92,17.11,31.87,37.84,0.31072
2025-06-13 10:00:00,2025-06-13 13:00:00,2025-06-13 21:00:00,SHORT,144.38109,144.59134,143.69028,143.90265,21.0,69.1,47.8,3.29,2.27,WIN,3,8,28.19,27.08,15.85,66.71,0.30035
2025-06-16 19:00:00,2025-06-16 22:00:00,2025-06-17 03:00:00,SHORT,144.84161,145.02199,144.24893,145.02199,18.0,59.3,-18.0,3.29,1.0,LOSS,3,5,17.51,32.08,18.49,67.36,0.25769
2025-06-19 04:00:00,2025-06-19 13:00:00,2025-06-19 22:00:00,SHORT,145.67322,145.82647,145.16967,145.39688,15.3,50.4,27.6,3.29,1.8,WIN,9,9,19.31,27.57,13.01,69.86,0.21893
2025-06-23 17:00:00,2025-06-23 21:00:00,2025-06-24 01:00:00,LONG,146.02799,145.81877,146.7154,145.81877,20.9,68.7,-20.9,3.29,1.0,LOSS,4,4,38.1,20.79,31.81,39.88,0.29888
2025-06-30 04:00:00,2025-06-30 08:00:00,2025-06-30 13:00:00,LONG,143.80411,143.62787,144.38321,144.28062,17.6,57.9,47.7,3.29,2.71,WIN,4,5,14.56,16.95,29.87,33.59,0.25178
2025-07-07 05:00:00,2025-07-07 08:00:00,2025-07-07 10:00:00,SHORT,145.02724,145.15448,144.60917,145.15448,12.7,41.8,-12.7,3.29,1.0,LOSS,3,2,15.5,28.87,15.16,68.26,0.18177
2025-07-09 15:00:00,2025-07-10 05:00:00,2025-07-10 07:00:00,LONG,145.86871,145.736,146.30477,146.29105,13.3,43.6,42.2,3.29,3.18,WIN,14,2,29.29,16.34,31.25,39.28,0.18959
2025-07-25 09:00:00,2025-07-25 14:00:00,2025-07-28 04:00:00,SHORT,147.81731,147.989,147.25318,147.60283,17.2,56.4,21.4,3.29,1.25,WIN,5,14,25.75,31.75,17.25,64.36,0.24527
2025-07-28 07:00:00,2025-07-28 09:00:00,2025-07-28 11:00:00,SHORT,148.18485,148.3339,147.69508,148.3339,14.9,49.0,-14.9,3.29,1.0,LOSS,2,2,16.08,32.2,19.67,63.92,0.21294
2025-07-31 10:00:00,2025-07-31 11:00:00,2025-07-31 12:00:00,SHORT,149.6774,149.88156,149.00657,149.88156,20.4,67.1,-20.4,3.29,1.0,LOSS,1,1,24.21,29.04,15.81,65.32,0.29166
2025-08-07 07:00:00,2025-08-07 09:00:00,2025-08-07 12:00:00,LONG,146.80443,146.64413,147.33116,147.27274,16.0,52.7,46.8,3.29,2.92,WIN,2,3,16.17,24.53,31.68,35.29,0.22901
2025-08-13 09:00:00,2025-08-13 15:00:00,2025-08-13 21:00:00,LONG,147.1799,147.03096,147.66926,147.5048,14.9,48.9,32.5,3.29,2.18,WIN,6,6,32.36,16.91,30.86,38.38,0.21277
2025-08-14 15:00:00,2025-08-14 17:00:00,2025-08-14 18:00:00,SHORT,147.48738,147.65825,146.92596,147.65825,17.1,56.1,-17.1,3.29,1.0,LOSS,2,1,36.58,29.69,19.07,62.79,0.2441
2025-08-21 09:00:00,2025-08-21 14:00:00,2025-08-21 17:00:00,SHORT,147.92029,148.04228,147.51948,148.04228,12.2,40.1,-12.2,3.29,1.0,LOSS,5,3,18.73,26.06,14.97,69.54,0.17427
2025-08-28 11:00:00,2025-08-28 14:00:00,2025-08-28 16:00:00,LONG,146.81909,146.68672,147.25402,147.2242,13.2,43.5,40.5,3.29,3.06,WIN,3,2,22.2,13.41,28.18,32.8,0.1891
2025-09-05 15:00:00,2025-09-08 01:00:00,2025-09-08 03:00:00,SHORT,148.33256,148.51003,147.74943,148.51003,17.7,58.3,-17.7,3.29,1.0,LOSS,10,2,34.21,33.91,22.33,62.51,0.25353
2025-09-12 10:00:00,2025-09-12 11:00:00,2025-09-12 15:00:00,SHORT,147.8503,147.98094,147.42104,147.98094,13.1,42.9,-13.1,3.29,1.0,LOSS,1,4,17.83,30.78,18.06,68.06,0.18664
2025-09-16 16:00:00,2025-09-16 17:00:00,2025-09-16 19:00:00,LONG,146.60799,146.47686,147.03887,146.47686,13.1,43.1,-13.1,3.29,1.0,LOSS,1,2,19.43,16.49,31.3,29.02,0.18734
2025-09-17 22:00:00,2025-09-18 08:00:00,2025-09-18 09:00:00,SHORT,147.32873,147.4802,146.83103,147.4802,15.1,49.8,-15.1,3.29,1.0,LOSS,10,1,33.3,22.81,20.8,71.11,0.21639
2025-09-19 06:00:00,2025-09-19 07:00:00,2025-09-19 09:00:00,LONG,147.20429,147.04595,147.72456,147.71721,15.8,52.0,51.3,3.29,3.24,WIN,1,2,29.25,19.39,30.81,46.05,0.2262
2025-10-03 23:00:00,2025-10-06 15:00:00,2025-10-07 03:00:00,SHORT,150.19993,150.40667,149.52063,150.40667,20.7,67.9,-20.7,3.29,1.0,LOSS,16,12,46.24,32.9,20.22,61.56,0.29535
