touch_date,entry_date,exit_date,direction,entry_price,sl_price,tp_price_ref,exit_price,sl_pips,tp_pips_estimated,result_pips,rr_ratio_estimated,rr_ratio_real,outcome,candles_away,candles_held,adx,plus_di,minus_di,rsi,atr
2025-08-05 16:00:00,2025-08-06 16:00:00,2025-08-07 04:00:00,SHORT,1.16441,1.16719,1.15676,1.16719,27.8,76.4,-27.8,2.75,1.0,LOSS,6,3,21.92,29.04,13.22,66.37,0.00347
2025-08-12 16:00:00,2025-08-13 12:00:00,2025-08-14 08:00:00,SHORT,1.17254,1.17505,1.16564,1.16724,25.1,69.0,53.1,2.75,2.12,WIN,5,5,21.99,31.49,12.19,62.23,0.00314
2025-08-21 12:00:00,2025-08-22 04:00:00,2025-08-22 16:00:00,LONG,1.1583,1.15629,1.16385,1.16407,20.2,55.4,57.6,2.75,2.86,WIN,4,3,17.03,12.05,29.19,31.46,0.00252
2025-08-22 16:00:00,2025-08-22 20:00:00,2025-08-22 20:00:00,SHORT,1.17139,1.17378,1.16483,1.17378,23.9,65.6,-23.9,2.75,1.0,LOSS,1,0,21.56,36.9,17.15,64.99,0.00298
2025-09-05 00:00:00,2025-09-05 12:00:00,2025-09-05 16:00:00,SHORT,1.17287,1.17511,1.16668,1.17511,22.5,61.8,-22.5,2.75,1.0,LOSS,3,1,14.97,36.46,12.64,66.81,0.00281
2025-09-15 08:00:00,2025-09-16 08:00:00,2025-09-16 12:00:00,SHORT,1.1798,1.18175,1.17442,1.18175,19.6,53.8,-19.6,2.75,1.0,LOSS,6,1,17.82,28.56,11.22,70.68,0.00245
2025-09-24 08:00:00,2025-09-25 12:00:00,2025-09-25 16:00:00,LONG,1.17044,1.16836,1.17615,1.16836,20.8,57.2,-20.8,2.75,1.0,LOSS,7,1,21.27,14.93,35.57,31.41,0.0026
2025-10-06 08:00:00,2025-10-06 12:00:00,2025-10-06 16:00:00,LONG,1.16581,1.16353,1.17207,1.17199,22.8,62.7,61.8,2.75,2.71,WIN,1,1,14.72,13.85,29.19,40.48,0.00285
2025-10-06 16:00:00,2025-10-08 04:00:00,2025-10-08 08:00:00,LONG,1.16282,1.1607,1.16865,1.1607,21.2,58.3,-21.2,2.75,1.0,LOSS,9,1,23.21,12.81,35.42,28.39,0.00265
2025-10-14 16:00:00,2025-10-17 00:00:00,2025-10-17 08:00:00,SHORT,1.17016,1.17232,1.16423,1.17232,21.5,59.3,-21.5,2.75,1.0,LOSS,14,2,26.78,32.43,12.63,69.92,0.00269
