datetime,open,high,low,close,volume
2019-01-02 00:00:00,1.14624,1.14672,1.14452,1.14516,6514
2019-01-02 04:00:00,1.14516,1.14788,1.14421,1.14787,5765
2019-01-02 08:00:00,1.14779,1.14967,1.14218,1.14336,18863
2019-01-02 12:00:00,1.14336,1.14414,1.1367,1.13713,19012
2019-01-02 16:00:00,1.13712,1.1374900000000001,1.13309,1.13348,24387
2019-01-02 20:00:00,1.13347,1.13475,1.13247,1.13437,10638
2019-01-03 00:00:00,1.13436,1.13538,1.1308799999999999,1.1348,14689
2019-01-03 04:00:00,1.1348,1.13712,1.13456,1.13605,8571
2019-01-03 08:00:00,1.13605,1.13837,1.13534,1.13754,20228
2019-01-03 12:00:00,1.13754,1.13791,1.1337,1.1365,18943
2019-01-03 16:00:00,1.1365,1.14107,1.1360999999999999,1.13984,35893
2019-01-03 20:00:00,1.13984,1.14063,1.13822,1.13929,13712
2019-01-04 00:00:00,1.13923,1.14113,1.13847,1.14036,7979
2019-01-04 04:00:00,1.14036,1.14073,1.13876,1.13897,5465
2019-01-04 08:00:00,1.13897,1.14187,1.13828,1.1402700000000001,12725
2019-01-04 12:00:00,1.14024,1.14152,1.1363,1.1371,18220
2019-01-04 16:00:00,1.1371,1.14174,1.13453,1.1405,31649
2019-01-04 20:00:00,1.1405,1.14103,1.13936,1.13955,11648
2019-01-07 00:00:00,1.1394199999999999,1.14226,1.1394,1.14208,5555
2019-01-07 04:00:00,1.14207,1.14296,1.14158,1.14229,4858
2019-01-07 08:00:00,1.14229,1.14474,1.14096,1.14408,13130
2019-01-07 12:00:00,1.14408,1.1458599999999999,1.14329,1.14573,12096
2019-01-07 16:00:00,1.14572,1.14724,1.14533,1.14686,18037
2019-01-07 20:00:00,1.14686,1.14821,1.14673,1.14739,8201
2019-01-08 00:00:00,1.14737,1.14841,1.14467,1.14478,6007
2019-01-08 04:00:00,1.14478,1.14529,1.14318,1.14432,5764
2019-01-08 08:00:00,1.14433,1.14608,1.14328,1.1451500000000001,12391
2019-01-08 12:00:00,1.1451500000000001,1.14688,1.14216,1.1427,16388
2019-01-08 16:00:00,1.1427,1.14551,1.1424,1.1454,18221
2019-01-08 20:00:00,1.1454,1.14587,1.14356,1.14406,6605
2019-01-09 00:00:00,1.14409,1.1466,1.1437,1.14575,5539
2019-01-09 04:00:00,1.14575,1.1464,1.14486,1.14607,5771
2019-01-09 08:00:00,1.14607,1.14785,1.14541,1.14605,12393
2019-01-09 12:00:00,1.14603,1.14643,1.14387,1.14622,12493
2019-01-09 16:00:00,1.1461999999999999,1.15406,1.14616,1.1532499999999999,30747
2019-01-09 20:00:00,1.1532499999999999,1.15578,1.15286,1.15415,18173
2019-01-10 00:00:00,1.15416,1.15609,1.15391,1.15539,8881
2019-01-10 04:00:00,1.15538,1.15698,1.15487,1.15605,7083
2019-01-10 08:00:00,1.15605,1.15612,1.15195,1.15242,16397
2019-01-10 12:00:00,1.15242,1.15451,1.15176,1.1520299999999999,13818
2019-01-10 16:00:00,1.1520299999999999,1.15308,1.14971,1.15058,19355
2019-01-10 20:00:00,1.15058,1.15135,1.14844,1.14994,11735
